,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,3,6001.000,26.280,-2.780,0.000,0.000,0.720,0.035,1,0,1.662,-1.352,744.000,199.000,789.000,278.000,26.280,-2.780,-1.170,1.980,0.560,1.690,-0.677
1,4,6001.000,16.470,-1.000,0.000,0.000,0.617,0.993,1,0,1.909,2.225,678.000,209.000,733.000,335.000,16.470,-1.000,-1.230,0.750,0.750,1.530,-0.264
2,3,6002.000,26.290,-2.841,0.004,-0.020,0.726,NaN,2,0,2.590,-1.236,744.000,199.000,790.000,279.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,4,6002.000,16.519,-1.025,0.021,-0.014,0.855,0.979,2,0,4.496,2.248,681.000,207.000,732.000,330.000,16.550,-1.050,-1.280,0.940,0.650,1.730,-0.055
4,3,6003.000,26.299,-2.875,0.003,-0.026,0.775,NaN,3,0,3.620,-1.256,744.000,200.000,790.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,4,6003.000,16.542,-1.080,0.022,-0.032,0.887,NaN,3,0,4.285,-1.322,685.000,205.000,734.000,337.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,3,6004.000,26.293,-2.809,0.004,-0.001,0.766,0.017,4,0,2.118,-1.469,744.000,200.000,790.000,281.000,26.300,-2.760,-1.240,1.690,0.560,1.850,-0.884
7,4,6004.000,16.648,-1.115,0.047,-0.035,0.862,0.966,4,0,4.496,2.248,687.000,206.000,735.000,336.000,16.680,-1.120,-1.290,0.780,0.650,1.700,-0.267
8,3,6005.000,26.289,-2.844,0.002,-0.012,0.736,NaN,5,0,2.907,-1.243,744.000,200.000,790.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,4,6005.000,16.759,-1.145,0.069,-0.030,0.843,1.000,5,0,4.496,2.248,691.000,212.000,738.000,341.000,16.810,-1.150,-1.210,0.730,0.630,1.630,-0.590
10,3,6006.000,26.282,-2.870,0.002,-0.015,0.730,NaN,6,0,2.756,-1.256,744.000,200.000,791.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,4,6006.000,16.822,-1.205,0.068,-0.036,0.817,NaN,6,0,4.197,-1.324,695.000,214.000,743.000,335.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,3,6007.000,26.375,-2.843,0.016,-0.007,0.745,0.063,7,0,1.893,-1.235,743.000,200.000,791.000,281.000,26.410,-2.840,-1.190,2.030,0.640,1.810,-0.755
